Year,Datetime,Stage,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Home Team Initials,Away Team Initials
1930,7/13/1930,Group 1,France,4,1,Mexico, ,FRA,MEX
1930,7/13/1930,Group 4,USA,3,0,Belgium, ,USA,BEL
1930,7/14/1930,Group 2,Yugoslavia,2,1,Brazil, ,YUG,BRA
1930,7/14/1930,Group 3,Romania,3,1,Peru, ,ROU,PER
1930,7/15/1930,Group 1,Argentina,1,0,France, ,ARG,FRA
1930,7/16/1930,Group 1,Chile,3,0,Mexico, ,CHI,MEX
1930,7/17/1930,Group 2,Yugoslavia,4,0,Bolivia, ,YUG,BOL
1930,7/17/1930,Group 4,USA,3,0,Paraguay, ,USA,PAR
1930,7/18/1930,Group 3,Uruguay,1,0,Peru, ,URU,PER
1930,7/19/1930,Group 1,Chile,1,0,France, ,CHI,FRA
1930,7/19/1930,Group 1,Argentina,6,3,Mexico, ,ARG,MEX
1930,7/20/1930,Group 2,Brazil,4,0,Bolivia, ,BRA,BOL
1930,7/20/1930,Group 4,Paraguay,1,0,Belgium, ,PAR,BEL
1930,7/21/1930,Group 3,Uruguay,4,0,Romania, ,URU,ROU
1930,7/22/1930,Group 1,Argentina,3,1,Chile, ,ARG,CHI
1930,7/26/1930,Semi-finals,Argentina,6,1,USA, ,ARG,USA
1930,7/27/1930,Semi-finals,Uruguay,6,1,Yugoslavia, ,URU,YUG
1930,7/30/1930,Final,Uruguay,4,2,Argentina, ,URU,ARG
1934,5/27/1934,Preliminary round,Austria,3,2,France,Austria win after extra time ,AUT,FRA
1934,5/27/1934,Preliminary round,Hungary,4,2,Egypt, ,HUN,EGY
1934,5/27/1934,Preliminary round,Switzerland,3,2,Netherlands, ,SUI,NED
1934,5/27/1934,Preliminary round,Sweden,3,2,Argentina, ,SWE,ARG
1934,5/27/1934,Preliminary round,Germany,5,2,Belgium, ,GER,BEL
1934,5/27/1934,Preliminary round,Spain,3,1,Brazil, ,ESP,BRA
1934,5/27/1934,Preliminary round,Italy,7,1,USA, ,ITA,USA
1934,5/27/1934,Preliminary round,Czechoslovakia,2,1,Romania, ,TCH,ROU
1934,5/31/1934,Quarter-finals,Czechoslovakia,3,2,Switzerland, ,TCH,SUI
1934,5/31/1934,Quarter-finals,Germany,2,1,Sweden, ,GER,SWE
1934,5/31/1934,Quarter-finals,Italy,1,1,Spain, ,ITA,ESP
1934,5/31/1934,Quarter-finals,Austria,2,1,Hungary, ,AUT,HUN
1934,6/1/1934,Quarter-finals,Italy,1,0,Spain, ,ITA,ESP
1934,6/3/1934,Semi-finals,Italy,1,0,Austria, ,ITA,AUT
1934,6/3/1934,Semi-finals,Czechoslovakia,3,1,Germany, ,TCH,GER
1934,6/7/1934,Third place,Germany,3,2,Austria, ,GER,AUT
1934,6/10/1934,Final,Italy,2,1,Czechoslovakia,Italy win after extra time ,ITA,TCH
1938,6/4/1938,First round,Switzerland,1,1,Germany, ,SUI,GER
1938,6/5/1938,First round,Hungary,6,0,Dutch East Indies, ,HUN,INH
1938,6/5/1938,First round,France,3,1,Belgium, ,FRA,BEL
1938,6/5/1938,First round,Cuba,3,3,Romania, ,CUB,ROU
1938,6/5/1938,First round,Italy,2,1,Norway,Italy win after extra time ,ITA,NOR
1938,6/5/1938,First round,Brazil,6,5,Poland,Brazil win after extra time ,BRA,POL
1938,6/5/1938,First round,Czechoslovakia,3,0,Netherlands,Czechoslovakia win after extra time ,TCH,NED
1938,6/9/1938,First round,Cuba,2,1,Romania, ,CUB,ROU
1938,6/9/1938,First round,Switzerland,4,2,Germany, ,SUI,GER
1938,6/12/1938,Quarter-finals,Brazil,1,1,Czechoslovakia, ,BRA,TCH
1938,6/12/1938,Quarter-finals,Hungary,2,0,Switzerland, ,HUN,SUI
1938,6/12/1938,Quarter-finals,Sweden,8,0,Cuba, ,SWE,CUB
1938,6/12/1938,Quarter-finals,Italy,3,1,France, ,ITA,FRA
1938,6/14/1938,Quarter-finals,Brazil,2,1,Czechoslovakia, ,BRA,TCH
1938,6/16/1938,Semi-finals,Hungary,5,1,Sweden, ,HUN,SWE
1938,6/16/1938,Semi-finals,Italy,2,1,Brazil, ,ITA,BRA
1938,6/19/1938,Third place,Brazil,4,2,Sweden, ,BRA,SWE
1938,6/19/1938,Final,Italy,4,2,Hungary, ,ITA,HUN
1950,6/24/1950,Group 1,Brazil,4,0,Mexico, ,BRA,MEX
1950,6/25/1950,Group 2,England,2,0,Chile, ,ENG,CHI
1950,6/25/1950,Group 2,Spain,3,1,USA, ,ESP,USA
1950,6/25/1950,Group 3,Sweden,3,2,Italy, ,SWE,ITA
1950,6/25/1950,Group 1,Yugoslavia,3,0,Switzerland, ,YUG,SUI
1950,6/28/1950,Group 1,Brazil,2,2,Switzerland, ,BRA,SUI
1950,6/28/1950,Group 1,Yugoslavia,4,1,Mexico, ,YUG,MEX
1950,6/29/1950,Group 2,Spain,2,0,Chile, ,ESP,CHI
1950,6/29/1950,Group 3,Sweden,2,2,Paraguay, ,SWE,PAR
1950,6/29/1950,Group 2,USA,1,0,England, ,USA,ENG
1950,7/1/1950,Group 1,Brazil,2,0,Yugoslavia, ,BRA,YUG
1950,7/2/1950,Group 2,Spain,1,0,England, ,ESP,ENG
1950,7/2/1950,Group 3,Italy,2,0,Paraguay, ,ITA,PAR
1950,7/2/1950,Group 4,Uruguay,8,0,Bolivia, ,URU,BOL
1950,7/2/1950,Group 1,Switzerland,2,1,Mexico, ,SUI,MEX
1950,7/2/1950,Group 2,Chile,5,2,USA, ,CHI,USA
1950,7/9/1950,Group 6,Uruguay,2,2,Spain, ,URU,ESP
1950,7/9/1950,Group 6,Brazil,7,1,Sweden, ,BRA,SWE
1950,7/13/1950,Group 6,Brazil,6,1,Spain, ,BRA,ESP
1950,7/13/1950,Group 6,Uruguay,3,2,Sweden, ,URU,SWE
1950,7/16/1950,Group 6,Sweden,3,1,Spain, ,SWE,ESP
1950,7/16/1950,Group 6,Uruguay,2,1,Brazil, ,URU,BRA
1954,6/16/1954,Group 3,Uruguay,2,0,Czechoslovakia, ,URU,TCH
1954,6/16/1954,Group 3,Austria,1,0,Scotland, ,AUT,SCO
1954,6/16/1954,Group 1,Brazil,5,0,Mexico, ,BRA,MEX
1954,6/16/1954,Group 1,Yugoslavia,1,0,France, ,YUG,FRA
1954,6/17/1954,Group 2,Germany,4,1,Turkey, ,GER,TUR
1954,6/17/1954,Group 2,Hungary,9,0,Korea Republic, ,HUN,KOR
1954,6/17/1954,Group 4,England,4,4,Belgium, ,ENG,BEL
1954,6/17/1954,Group 4,Switzerland,2,1,Italy, ,SUI,ITA
1954,6/19/1954,Group 3,Uruguay,7,0,Scotland, ,URU,SCO
1954,6/19/1954,Group 3,Austria,5,0,Czechoslovakia, ,AUT,TCH
1954,6/19/1954,Group 1,France,3,2,Mexico, ,FRA,MEX
1954,6/19/1954,Group 1,Brazil,1,1,Yugoslavia, ,BRA,YUG
1954,6/20/1954,Group 2,Hungary,8,3,Germany, ,HUN,GER
1954,6/20/1954,Group 2,Turkey,7,0,Korea Republic, ,TUR,KOR
1954,6/20/1954,Group 4,England,2,0,Switzerland, ,ENG,SUI
1954,6/20/1954,Group 4,Italy,4,1,Belgium, ,ITA,BEL
1954,6/23/1954,Group 2,Germany,7,2,Turkey, ,GER,TUR
1954,6/23/1954,Group 4,Switzerland,4,1,Italy, ,SUI,ITA
1954,6/26/1954,Quarter-finals,Uruguay,4,2,England, ,URU,ENG
1954,6/26/1954,Quarter-finals,Austria,7,5,Switzerland, ,AUT,SUI
1954,6/27/1954,Quarter-finals,Germany,2,0,Yugoslavia, ,GER,YUG
1954,6/27/1954,Quarter-finals,Hungary,4,2,Brazil, ,HUN,BRA
1954,6/30/1954,Semi-finals,Germany,6,1,Austria, ,GER,AUT
1954,6/30/1954,Semi-finals,Hungary,4,2,Uruguay,Hungary win after extra time ,HUN,URU
1954,7/3/1954,Third place,Austria,3,1,Uruguay, ,AUT,URU
1954,7/4/1954,Final,Germany,3,2,Hungary, ,GER,HUN
1958,6/8/1958,Group 3,Sweden,3,0,Mexico, ,SWE,MEX
1958,6/8/1958,Group 4,Soviet Union,2,2,England, ,URS,ENG
1958,6/8/1958,Group 1,Argentina,1,3,Germany, ,ARG,GER
1958,6/8/1958,Group 3,Hungary,1,1,Wales, ,HUN,WAL
1958,6/8/1958,Group 2,France,7,3,Paraguay, ,FRA,PAR
1958,6/8/1958,Group 2,Yugoslavia,1,1,Scotland, ,YUG,SCO
1958,6/8/1958,Group 4,Brazil,3,0,Austria, ,BRA,AUT
1958,6/8/1958,Group 1,Northern Ireland,1,0,Czechoslovakia, ,NIR,TCH
1958,6/11/1958,Group 4,Brazil,0,0,England, ,BRA,ENG
1958,6/11/1958,Group 3,Mexico,1,1,Wales, ,MEX,WAL
1958,6/11/1958,Group 2,Paraguay,3,2,Scotland, ,PAR,SCO
1958,6/11/1958,Group 2,Yugoslavia,3,2,France, ,YUG,FRA
1958,6/11/1958,Group 4,Soviet Union,2,0,Austria, ,URS,AUT
1958,6/11/1958,Group 1,Germany,2,2,Czechoslovakia, ,GER,TCH
1958,6/11/1958,Group 1,Argentina,3,1,Northern Ireland, ,ARG,NIR
1958,6/12/1958,Group 3,Sweden,2,1,Hungary, ,SWE,HUN
1958,6/15/1958,Group 3,Sweden,0,0,Wales, ,SWE,WAL
1958,6/15/1958,Group 4,Brazil,2,0,Soviet Union, ,BRA,URS
1958,6/15/1958,Group 1,Germany,2,2,Northern Ireland, ,GER,NIR
1958,6/15/1958,Group 3,Hungary,4,0,Mexico, ,HUN,MEX
1958,6/15/1958,Group 2,Paraguay,3,3,Yugoslavia, ,PAR,YUG
1958,6/15/1958,Group 2,France,2,1,Scotland, ,FRA,SCO
1958,6/15/1958,Group 4,England,2,2,Austria, ,ENG,AUT
1958,6/15/1958,Group 1,Czechoslovakia,6,1,Argentina, ,TCH,ARG
1958,6/17/1958,Group 4,Soviet Union,1,0,England, ,URS,ENG
1958,6/17/1958,Group 1,Northern Ireland,2,1,Czechoslovakia,Northern Ireland win after extra time ,NIR,TCH
1958,6/17/1958,Group 3,Wales,2,1,Hungary, ,WAL,HUN
1958,6/19/1958,Quarter-finals,Brazil,1,0,Wales, ,BRA,WAL
1958,6/19/1958,Quarter-finals,Germany,1,0,Yugoslavia, ,GER,YUG
1958,6/19/1958,Quarter-finals,Sweden,2,0,Soviet Union, ,SWE,URS
1958,6/19/1958,Quarter-finals,France,4,0,Northern Ireland, ,FRA,NIR
1958,6/24/1958,Semi-finals,Sweden,3,1,Germany, ,SWE,GER
1958,6/24/1958,Semi-finals,Brazil,5,2,France, ,BRA,FRA
1958,6/28/1958,Third place,France,6,3,Germany, ,FRA,GER
1958,6/29/1958,Final,Brazil,5,2,Sweden, ,BRA,SWE
1962,5/30/1962,Group 1,Uruguay,2,1,Colombia, ,URU,COL
1962,5/30/1962,Group 3,Brazil,2,0,Mexico, ,BRA,MEX
1962,5/30/1962,Group 4,Argentina,1,0,Bulgaria, ,ARG,BUL
1962,5/30/1962,Group 2,Chile,3,1,Switzerland, ,CHI,SUI
1962,5/31/1962,Group 1,Soviet Union,2,0,Yugoslavia, ,URS,YUG
1962,5/31/1962,Group 3,Czechoslovakia,1,0,Spain, ,TCH,ESP
1962,5/31/1962,Group 4,Hungary,2,1,England, ,HUN,ENG
1962,5/31/1962,Group 2,Germany,0,0,Italy, ,GER,ITA
1962,6/2/1962,Group 1,Yugoslavia,3,1,Uruguay, ,YUG,URU
1962,6/2/1962,Group 3,Brazil,0,0,Czechoslovakia, ,BRA,TCH
1962,6/2/1962,Group 4,England,3,1,Argentina, ,ENG,ARG
1962,6/2/1962,Group 2,Chile,2,0,Italy, ,CHI,ITA
1962,6/3/1962,Group 1,Soviet Union,4,4,Colombia, ,URS,COL
1962,6/3/1962,Group 3,Spain,1,0,Mexico, ,ESP,MEX
1962,6/3/1962,Group 4,Hungary,6,1,Bulgaria, ,HUN,BUL
1962,6/3/1962,Group 2,Germany,2,1,Switzerland, ,GER,SUI
1962,6/6/1962,Group 1,Soviet Union,2,1,Uruguay, ,URS,URU
1962,6/6/1962,Group 3,Brazil,2,1,Spain, ,BRA,ESP
1962,6/6/1962,Group 4,Hungary,0,0,Argentina, ,HUN,ARG
1962,6/6/1962,Group 2,Germany,2,0,Chile, ,GER,CHI
1962,6/7/1962,Group 1,Yugoslavia,5,0,Colombia, ,YUG,COL
1962,6/7/1962,Group 3,Mexico,3,1,Czechoslovakia, ,MEX,TCH
1962,6/7/1962,Group 4,England,0,0,Bulgaria, ,ENG,BUL
1962,6/7/1962,Group 2,Italy,3,0,Switzerland, ,ITA,SUI
1962,6/10/1962,Quarter-finals,Chile,2,1,Soviet Union, ,CHI,URS
1962,6/10/1962,Quarter-finals,Brazil,3,1,England, ,BRA,ENG
1962,6/10/1962,Quarter-finals,Czechoslovakia,1,0,Hungary, ,TCH,HUN
1962,6/10/1962,Quarter-finals,Yugoslavia,1,0,Germany, ,YUG,GER
1962,6/13/1962,Semi-finals,Czechoslovakia,3,1,Yugoslavia, ,TCH,YUG
1962,6/13/1962,Semi-finals,Brazil,4,2,Chile, ,BRA,CHI
1962,6/16/1962,Third place,Chile,1,0,Yugoslavia, ,CHI,YUG
1962,6/17/1962,Final,Brazil,3,1,Czechoslovakia, ,BRA,TCH
1966,7/11/1966,Group 1,England,0,0,Uruguay, ,ENG,URU
1966,7/12/1966,Group 2,Germany,5,0,Switzerland, ,GER,SUI
1966,7/12/1966,Group 3,Brazil,2,0,Bulgaria, ,BRA,BUL
1966,7/12/1966,Group 4,Soviet Union,3,0,Korea DPR, ,URS,PRK
1966,7/13/1966,Group 1,France,1,1,Mexico, ,FRA,MEX
1966,7/13/1966,Group 3,Portugal,3,1,Hungary, ,POR,HUN
1966,7/13/1966,Group 2,Argentina,2,1,Spain, ,ARG,ESP
1966,7/13/1966,Group 4,Italy,2,0,Chile, ,ITA,CHI
1966,7/15/1966,Group 1,Uruguay,2,1,France, ,URU,FRA
1966,7/15/1966,Group 2,Spain,2,1,Switzerland, ,ESP,SUI
1966,7/15/1966,Group 3,Hungary,3,1,Brazil, ,HUN,BRA
1966,7/15/1966,Group 4,Korea DPR,1,1,Chile, ,PRK,CHI
1966,7/16/1966,Group 3,Portugal,3,0,Bulgaria, ,POR,BUL
1966,7/16/1966,Group 2,Germany,0,0,Argentina, ,GER,ARG
1966,7/16/1966,Group 4,Soviet Union,1,0,Italy, ,URS,ITA
1966,7/16/1966,Group 1,England,2,0,Mexico, ,ENG,MEX
1966,7/19/1966,Group 1,Uruguay,0,0,Mexico, ,URU,MEX
1966,7/19/1966,Group 2,Argentina,2,0,Switzerland, ,ARG,SUI
1966,7/19/1966,Group 3,Portugal,3,1,Brazil, ,POR,BRA
1966,7/19/1966,Group 4,Korea DPR,1,0,Italy, ,PRK,ITA
1966,7/20/1966,Group 1,England,2,0,France, ,ENG,FRA
1966,7/20/1966,Group 3,Hungary,3,1,Bulgaria, ,HUN,BUL
1966,7/20/1966,Group 2,Germany,2,1,Spain, ,GER,ESP
1966,7/20/1966,Group 4,Soviet Union,2,1,Chile, ,URS,CHI
1966,7/23/1966,Quarter-finals,England,1,0,Argentina, ,ENG,ARG
1966,7/23/1966,Quarter-finals,Germany,4,0,Uruguay, ,GER,URU
1966,7/23/1966,Quarter-finals,Soviet Union,2,1,Hungary, ,URS,HUN
1966,7/23/1966,Quarter-finals,Portugal,5,3,Korea DPR, ,POR,PRK
1966,7/25/1966,Semi-finals,Germany,2,1,Soviet Union, ,GER,URS
1966,7/26/1966,Semi-finals,England,2,1,Portugal, ,ENG,POR
1966,7/28/1966,Third place,Portugal,2,1,Soviet Union, ,POR,URS
1966,7/30/1966,Final,England,4,2,Germany,England win after extra time ,ENG,GER
1970,5/31/1970,Group 1,Mexico,0,0,Soviet Union, ,MEX,URS
1970,6/2/1970,Group 2,Uruguay,2,0,Israel, ,URU,ISR
1970,6/2/1970,Group 4,Peru,3,2,Bulgaria, ,PER,BUL
1970,6/2/1970,Group 3,England,1,0,Romania, ,ENG,ROU
1970,6/3/1970,Group 2,Italy,1,0,Sweden, ,ITA,SWE
1970,6/3/1970,Group 4,Germany,2,1,Morocco, ,GER,MAR
1970,6/3/1970,Group 3,Brazil,4,1,Czechoslovakia, ,BRA,TCH
1970,6/3/1970,Group 1,Belgium,3,0,El Salvador, ,BEL,SLV
1970,6/6/1970,Group 2,Uruguay,0,0,Italy, ,URU,ITA
1970,6/6/1970,Group 4,Peru,3,0,Morocco, ,PER,MAR
1970,6/6/1970,Group 3,Romania,2,1,Czechoslovakia, ,ROU,TCH
1970,6/6/1970,Group 1,Soviet Union,4,1,Belgium, ,URS,BEL
1970,6/7/1970,Group 2,Sweden,1,1,Israel, ,SWE,ISR
1970,6/7/1970,Group 4,Germany,5,2,Bulgaria, ,GER,BUL
1970,6/7/1970,Group 3,Brazil,1,0,England, ,BRA,ENG
1970,6/7/1970,Group 1,Mexico,4,0,El Salvador, ,MEX,SLV
1970,6/10/1970,Group 2,Sweden,1,0,Uruguay, ,SWE,URU
1970,6/10/1970,Group 4,Germany,3,1,Peru, ,GER,PER
1970,6/10/1970,Group 3,Brazil,3,2,Romania, ,BRA,ROU
1970,6/10/1970,Group 1,Soviet Union,2,0,El Salvador, ,URS,SLV
1970,6/11/1970,Group 2,Italy,0,0,Israel, ,ITA,ISR
1970,6/11/1970,Group 4,Bulgaria,1,1,Morocco, ,BUL,MAR
1970,6/11/1970,Group 3,England,1,0,Czechoslovakia, ,ENG,TCH
1970,6/11/1970,Group 1,Mexico,1,0,Belgium, ,MEX,BEL
1970,6/14/1970,Quarter-finals,Italy,4,1,Mexico, ,ITA,MEX
1970,6/14/1970,Quarter-finals,Germany,3,2,England,Germany FR win after extra time ,GER,ENG
1970,6/14/1970,Quarter-finals,Brazil,4,2,Peru, ,BRA,PER
1970,6/14/1970,Quarter-finals,Uruguay,1,0,Soviet Union,Uruguay win after extra time ,URU,URS
1970,6/17/1970,Semi-finals,Brazil,3,1,Uruguay, ,BRA,URU
1970,6/17/1970,Semi-finals,Italy,4,3,Germany,Italy win after extra time ,ITA,GER
1970,6/20/1970,Third place,Germany,1,0,Uruguay, ,GER,URU
1970,6/21/1970,Final,Brazil,4,1,Italy, ,BRA,ITA
1974,6/13/1974,Group 2,Brazil,0,0,Yugoslavia, ,BRA,YUG
1974,6/14/1974,Group 1,Germany,1,0,Chile, ,GER,CHI
1974,6/14/1974,Group 1,Germany,2,0,Australia, ,GER,AUS
1974,6/14/1974,Group 2,Zaire,0,2,Scotland, ,ZAI,SCO
1974,6/15/1974,Group 3,Uruguay,0,2,Netherlands, ,URU,NED
1974,6/15/1974,Group 3,Sweden,0,0,Bulgaria, ,SWE,BUL
1974,6/15/1974,Group 4,Italy,3,1,Haiti, ,ITA,HAI
1974,6/15/1974,Group 4,Poland,3,2,Argentina, ,POL,ARG
1974,6/18/1974,Group 1,Australia,0,3,Germany, ,AUS,GER
1974,6/18/1974,Group 2,Scotland,0,0,Brazil, ,SCO,BRA
1974,6/18/1974,Group 1,Chile,1,1,Germany, ,CHI,GER
1974,6/18/1974,Group 2,Yugoslavia,9,0,Zaire, ,YUG,ZAI
1974,6/19/1974,Group 3,Netherlands,0,0,Sweden, ,NED,SWE
1974,6/19/1974,Group 3,Bulgaria,1,1,Uruguay, ,BUL,URU
1974,6/19/1974,Group 4,Haiti,0,7,Poland, ,HAI,POL
1974,6/19/1974,Group 4,Argentina,1,1,Italy, ,ARG,ITA
1974,6/22/1974,Group 2,Scotland,1,1,Yugoslavia, ,SCO,YUG
1974,6/22/1974,Group 1,Australia,0,0,Chile, ,AUS,CHI
1974,6/22/1974,Group 2,Zaire,0,3,Brazil, ,ZAI,BRA
1974,6/22/1974,Group 1,Germany,1,0,Germany, ,GER,GER
1974,6/23/1974,Group 3,Bulgaria,1,4,Netherlands, ,BUL,NED
1974,6/23/1974,Group 4,Argentina,4,1,Haiti, ,ARG,HAI
1974,6/23/1974,Group 3,Sweden,3,0,Uruguay, ,SWE,URU
1974,6/23/1974,Group 4,Poland,2,1,Italy, ,POL,ITA
1974,6/26/1974,Group B,Yugoslavia,0,2,Germany, ,YUG,GER
1974,6/26/1974,Group A,Brazil,1,0,Germany, ,BRA,GER
1974,6/26/1974,Group A,Netherlands,4,0,Argentina, ,NED,ARG
1974,6/26/1974,Group B,Sweden,0,1,Poland, ,SWE,POL
1974,6/30/1974,Group A,Argentina,1,2,Brazil, ,ARG,BRA
1974,6/30/1974,Group B,Poland,2,1,Yugoslavia, ,POL,YUG
1974,6/30/1974,Group A,Germany,0,2,Netherlands, ,GER,NED
1974,6/30/1974,Group B,Germany,4,2,Sweden, ,GER,SWE
1974,7/3/1974,Group B,Poland,0,1,Germany, ,POL,GER
1974,7/3/1974,Group A,Netherlands,2,0,Brazil, ,NED,BRA
1974,7/3/1974,Group A,Argentina,1,1,Germany, ,ARG,GER
1974,7/3/1974,Group B,Sweden,2,1,Yugoslavia, ,SWE,YUG
1974,7/6/1974,Third place,Brazil,0,1,Poland, ,BRA,POL
1974,7/7/1974,Final,Netherlands,1,2,Germany, ,NED,GER
1978,6/1/1978,Group 2,Germany,0,0,Poland, ,GER,POL
1978,6/2/1978,Group 1,Italy,2,1,France, ,ITA,FRA
1978,6/2/1978,Group 2,Tunisia,3,1,Mexico, ,TUN,MEX
1978,6/2/1978,Group 1,Argentina,2,1,Hungary, ,ARG,HUN
1978,6/3/1978,Group 3,Sweden,1,1,Brazil, ,SWE,BRA
1978,6/3/1978,Group 3,Austria,2,1,Spain, ,AUT,ESP
1978,6/3/1978,Group 4,Peru,3,1,Scotland, ,PER,SCO
1978,6/3/1978,Group 4,Netherlands,3,0,IR Iran, ,NED,IRN
1978,6/6/1978,Group 1,Italy,3,1,Hungary, ,ITA,HUN
1978,6/6/1978,Group 2,Poland,1,0,Tunisia, ,POL,TUN
1978,6/6/1978,Group 2,Germany,6,0,Mexico, ,GER,MEX
1978,6/6/1978,Group 1,Argentina,2,1,France, ,ARG,FRA
1978,6/7/1978,Group 3,Brazil,0,0,Spain, ,BRA,ESP
1978,6/7/1978,Group 3,Austria,1,0,Sweden, ,AUT,SWE
1978,6/7/1978,Group 4,Scotland,1,1,IR Iran, ,SCO,IRN
1978,6/7/1978,Group 4,Netherlands,0,0,Peru, ,NED,PER
1978,6/10/1978,Group 1,France,3,1,Hungary, ,FRA,HUN
1978,6/10/1978,Group 2,Poland,3,1,Mexico, ,POL,MEX
1978,6/10/1978,Group 2,Germany,0,0,Tunisia, ,GER,TUN
1978,6/10/1978,Group 1,Italy,1,0,Argentina, ,ITA,ARG
1978,6/11/1978,Group 3,Brazil,1,0,Austria, ,BRA,AUT
1978,6/11/1978,Group 3,Spain,1,0,Sweden, ,ESP,SWE
1978,6/11/1978,Group 4,Peru,4,1,Iran, ,PER,IRN
1978,6/11/1978,Group 4,Scotland,3,2,Netherlands, ,SCO,NED
1978,6/14/1978,Group A,Germany,0,0,Italy, ,GER,ITA
1978,6/14/1978,Group A,Netherlands,5,1,Austria, ,NED,AUT
1978,6/14/1978,Group B,Brazil,3,0,Peru, ,BRA,PER
1978,6/14/1978,Group B,Argentina,2,0,Poland, ,ARG,POL
1978,6/18/1978,Group B,Poland,1,0,Peru, ,POL,PER
1978,6/18/1978,Group A,Italy,1,0,Austria, ,ITA,AUT
1978,6/18/1978,Group A,Germany,2,2,Netherlands, ,GER,NED
1978,6/18/1978,Group B,Argentina,0,0,Brazil, ,ARG,BRA
1978,6/21/1978,Group A,Netherlands,2,1,Italy, ,NED,ITA
1978,6/21/1978,Group A,Austria,3,2,Germany, ,AUT,GER
1978,6/21/1978,Group B,Brazil,3,1,Poland, ,BRA,POL
1978,6/21/1978,Group B,Argentina,6,0,Peru, ,ARG,PER
1978,6/24/1978,Third place,Brazil,2,1,Italy, ,BRA,ITA
1978,6/25/1978,Final,Argentina,3,1,Netherlands,Argentina win after extra time ,ARG,NED
1982,6/13/1982,Group 3,Argentina,0,1,Belgium, ,ARG,BEL
1982,6/14/1982,Group 1,Italy,0,0,Poland, ,ITA,POL
